vx vy vz
0.00959505 0.000329318 0
0.00900861 0.000646628 0
0.00825364 0.000686222 0
0.00733556 0.000611811 0
0.00644459 0.000504427 0
0.00567389 0.000389004 0
0.00501915 0.00027945 0
0.00446104 0.000186762 0
0.00399245 0.000115598 0
0.00360741 6.48687e-05 0
0.00329458 3.09414e-05 0
0.00304061 9.75935e-06 0
0.0028337 -2.34187e-06 0
0.00266406 -8.33025e-06 0
0.00252354 -1.04128e-05 0
0.00240541 -1.01441e-05 0
0.0023044 -8.58796e-06 0
0.00221647 -6.45202e-06 0
0.00213865 -4.18142e-06 0
0.00206877 -2.03755e-06 0
0.00200532 -1.60203e-07 0
0.00194722 1.38743e-06 0
0.00189375 2.58831e-06 0
0.00184437 3.45289e-06 0
0.00179866 4.00939e-06 0
0.00175622 4.29966e-06 0
0.00171662 4.37775e-06 0
0.0016794 4.30744e-06 0
0.00164406 4.15772e-06 0
0.0016101 3.99574e-06 0
0.00157708 3.8771e-06 0
0.00154462 3.83604e-06 0
0.00151248 3.8794e-06 0
0.00148053 3.98705e-06 0
0.00144874 4.11983e-06 0
0.00141719 4.23262e-06 0
0.00138598 4.28795e-06 0
0.00135523 4.26591e-06 0
0.00132502 4.16762e-06 0
0.0012954 4.01246e-06 0
0.00126635 3.83058e-06 0
0.00123777 3.65365e-06 0
0.00120955 3.50679e-06 0
0.00118153 3.40404e-06 0
0.00115356 3.34783e-06 0
0.0011255 3.33162e-06 0
0.00109725 3.34378e-06 0
0.00106873 3.37147e-06 0
0.00103992 3.40337e-06 0
0.0010108 3.43111e-06 0
0.000981402 3.44943e-06 0
0.000951739 3.4556e-06 0
0.000921844 3.44858e-06 0
0.000891746 3.42819e-06 0
0.000861479 3.39459e-06 0
0.000831074 3.34798e-06 0
0.000800564 3.28849e-06 0
0.000769983 3.21617e-06 0
0.000739367 3.13097e-06 0
0.000708751 3.0328e-06 0
0.000678174 2.9215e-06 0
0.000647675 2.7969e-06 0
0.000617297 2.65881e-06 0
0.000587084 2.50703e-06 0
0.00055708 2.34138e-06 0
0.000527334 2.16166e-06 0
0.000497896 1.96774e-06 0
0.000468816 1.75947e-06 0
0.000440147 1.53678e-06 0
0.000411945 1.29962e-06 0
0.000384265 1.04801e-06 0
0.000357164 7.82014e-07 0
0.000330699 5.01787e-07 0
0.000304929 2.07564e-07 0
0.00027991 -1.00329e-07 0
0.000255702 -4.21456e-07 0
0.000232359 -7.55258e-07 0
0.000209937 -1.10104e-06 0
0.000188487 -1.45796e-06 0
0.000168059 -1.82498e-06 0
0.000148697 -2.20087e-06 0
0.000130442 -2.58421e-06 0
0.000113328 -2.97329e-06 0
9.73833e-05 -3.36615e-06 0
8.26265e-05 -3.76052e-06 0
6.90682e-05 -4.15376e-06 0
5.67082e-05 -4.54284e-06 0
4.5534e-05 -4.92417e-06 0
3.55192e-05 -5.29346e-06 0
2.66214e-05 -5.64522e-06 0
1.87779e-05 -5.97194e-06 0
1.18997e-05 -6.2622e-06 0
5.86061e-06 -6.49717e-06 0
4.7418e-07 -6.64441e-06 0
-4.52966e-06 -6.6514e-06 0
-9.4882e-06 -6.48362e-06 0
-1.46135e-05 -6.25875e-06 0
-1.88546e-05 -6.4247e-06 0
-1.82731e-05 -7.72698e-06 0
-7.81872e-06 -8.3836e-06 0
0.0101181 0.000392414 0
0.0104668 0.000845975 0
0.0107365 0.00102511 0
0.0108255 0.00108413 0
0.0107516 0.0010844 0
0.0105632 0.0010373 0
0.0102938 0.000954579 0
0.00996762 0.000852787 0
0.00960854 0.000745474 0
0.00923737 0.000641199 0
0.00886901 0.000545118 0
0.0085128 0.000460138 0
0.00817432 0.000387364 0
0.00785666 0.000326566 0
0.00756109 0.000276701 0
0.00728762 0.000236332 0
0.00703546 0.000203888 0
0.00680344 0.000177846 0
0.00659021 0.000156823 0
0.00639434 0.000139642 0
0.00621447 0.000125358 0
0.00604927 0.000113258 0
