v ccx ccy ccz
v 1.93 0.19 0.05
v 1.95 0.19 0.05
v 1.97 0.19 0.05
v 1.99 0.19 0.05
v 0.01 0.21 0.05
v 0.03 0.21 0.05
v 0.05 0.21 0.05
v 0.07 0.21 0.05
v 0.09 0.21 0.05
v 0.11 0.21 0.05
v 0.13 0.21 0.05
v 0.15 0.21 0.05
v 0.17 0.21 0.05
v 0.19 0.21 0.05
v 0.21 0.21 0.05
v 0.23 0.21 0.05
v 0.25 0.21 0.05
v 0.27 0.21 0.05
v 0.29 0.21 0.05
v 0.31 0.21 0.05
v 0.33 0.21 0.05
v 0.35 0.21 0.05
v 0.37 0.21 0.05
v 0.39 0.21 0.05
v 0.41 0.21 0.05
v 0.43 0.21 0.05
v 0.45 0.21 0.05
v 0.47 0.21 0.05
v 0.49 0.21 0.05
v 0.51 0.21 0.05
v 0.53 0.21 0.05
v 0.55 0.21 0.05
v 0.57 0.21 0.05
v 0.59 0.21 0.05
v 0.61 0.21 0.05
v 0.63 0.21 0.05
v 0.65 0.21 0.05
v 0.67 0.21 0.05
v 0.69 0.21 0.05
v 0.71 0.21 0.05
v 0.73 0.21 0.05
v 0.75 0.21 0.05
v 0.77 0.21 0.05
v 0.79 0.21 0.05
v 0.81 0.21 0.05
v 0.83 0.21 0.05
v 0.85 0.21 0.05
v 0.87 0.21 0.05
v 0.89 0.21 0.05
v 0.91 0.21 0.05
v 0.93 0.21 0.05
v 0.95 0.21 0.05
v 0.97 0.21 0.05
v 0.99 0.21 0.05
v 1.01 0.21 0.05
v 1.03 0.21 0.05
v 1.05 0.21 0.05
v 1.07 0.21 0.05
v 1.09 0.21 0.05
v 1.11 0.21 0.05
v 1.13 0.21 0.05
v 1.15 0.21 0.05
v 1.17 0.21 0.05
v 1.19 0.21 0.05
v 1.21 0.21 0.05
v 1.23 0.21 0.05
v 1.25 0.21 0.05
v 1.27 0.21 0.05
v 1.29 0.21 0.05
v 1.31 0.21 0.05
v 1.33 0.21 0.05
v 1.35 0.21 0.05
v 1.37 0.21 0.05
v 1.39 0.21 0.05
v 1.41 0.21 0.05
v 1.43 0.21 0.05
v 1.45 0.21 0.05
v 1.47 0.21 0.05
v 1.49 0.21 0.05
v 1.51 0.21 0.05
v 1.53 0.21 0.05
v 1.55 0.21 0.05
v 1.57 0.21 0.05
v 1.59 0.21 0.05
v 1.61 0.21 0.05
v 1.63 0.21 0.05
v 1.65 0.21 0.05
v 1.67 0.21 0.05
v 1.69 0.21 0.05
v 1.71 0.21 0.05
v 1.73 0.21 0.05
v 1.75 0.21 0.05
v 1.77 0.21 0.05
v 1.79 0.21 0.05
v 1.81 0.21 0.05
v 1.83 0.21 0.05
v 1.85 0.21 0.05
v 1.87 0.21 0.05
v 1.89 0.21 0.05
v 1.91 0.21 0.05
v 1.93 0.21 0.05
v 1.95 0.21 0.05
v 1.97 0.21 0.05
v 1.99 0.21 0.05
v 0.01 0.23 0.05
v 0.03 0.23 0.05
v 0.05 0.23 0.05
v 0.07 0.23 0.05
v 0.09 0.23 0.05
v 0.11 0.23 0.05
v 0.13 0.23 0.05
v 0.15 0.23 0.05
v 0.17 0.23 0.05
v 0.19 0.23 0.05
v 0.21 0.23 0.05
v 0.23 0.23 0.05
v 0.25 0.23 0.05
v 0.27 0.23 0.05
v 0.29 0.23 0.05
v 0.31 0.23 0.05
v 0.33 0.23 0.05
v 0.35 0.23 0.05
v 0.37 0.23 0.05
v 0.39 0.23 0.05
v 0.41 0.23 0.05
v 0.43 0.23 0.05
v 0.45 0.23 0.05
v 0.47 0.23 0.05
v 0.49 0.23 0.05
v 0.51 0.23 0.05
v 0.53 0.23 0.05
v 0.55 0.23 0.05
v 0.57 0.23 0.05
v 0.59 0.23 0.05
v 0.61 0.23 0.05
v 0.63 0.23 0.05
v 0.65 0.23 0.05
v 0.67 0.23 0.05
v 0.69 0.23 0.05
v 0.71 0.23 0.05
v 0.73 0.23 0.05
v 0.75 0.23 0.05
v 0.77 0.23 0.05
v 0.79 0.23 0.05
v 0.81 0.23 0.05
v 0.83 0.23 0.05
v 0.85 0.23 0.05
v 0.87 0.23 0.05
v 0.89 0.23 0.05
v 0.91 0.23 0.05
v 0.93 0.23 0.05
v 0.95 0.23 0.05
v 0.97 0.23 0.05
v 0.99 0.23 0.05
v 1.01 0.23 0.05
v 1.03 0.23 0.05
v 1.05 0.23 0.05
v 1.07 0.23 0.05
v 1.09 0.23 0.05
v 1.11 0.23 0.05
v 1.13 0.23 0.05
v 1.15 0.23 0.05
v 1.17 0.23 0.05
v 1.19 0.23 0.05
v 1.21 0.23 0.05
v 1.23 0.23 0.05
v 1.25 0.23 0.05
v 1.27 0.23 0.05
v 1.29 0.23 0.05
v 1.31 0.23 0.05
v 1.33 0.23 0.05
v 1.35 0.23 0.05
v 1.37 0.23 0.05
v 1.39 0.23 0.05
v 1.41 0.23 0.05
v 1.43 0.23 0.05
v 1.45 0.23 0.05
v 1.47 0.23 0.05
v 1.49 0.23 0.05
v 1.51 0.23 0.05
v 1.53 0.23 0.05
v 1.55 0.23 0.05
v 1.57 0.23 0.05
v 1.59 0.23 0.05
v 1.61 0.23 0.05
v 1.63 0.23 0.05
v 1.65 0.23 0.05
v 1.67 0.23 0.05
v 1.69 0.23 0.05
v 1.71 0.23 0.05
v 1.73 0.23 0.05
v 1.75 0.23 0.05
v 1.77 0.23 0.05
v 1.79 0.23 0.05
v 1.81 0.23 0.05
v 1.83 0.23 0.05
v 1.85 0.23 0.05
v 1.87 0.23 0.05
v 1.89 0.23 0.05
v 1.91 0.23 0.05
v 1.93 0.23 0.05
v 1.95 0.23 0.05
v 1.97 0.23 0.05
v 1.99 0.23 0.05
v 0.01 0.25 0.05
v 0.03 0.25 0.05
v 0.05 0.25 0.05
v 0.07 0.25 0.05
v 0.09 0.25 0.05
v 0.11 0.25 0.05
v 0.13 0.25 0.05
v 0.15 0.25 0.05
v 0.17 0.25 0.05
v 0.19 0.25 0.05
v 0.21 0.25 0.05
v 0.23 0.25 0.05
v 0.25 0.25 0.05
v 0.27 0.25 0.05
v 0.29 0.25 0.05
v 0.31 0.25 0.05
v 0.33 0.25 0.05
v 0.35 0.25 0.05
v 0.37 0.25 0.05
v 0.39 0.25 0.05
v 0.41 0.25 0.05
v 0.43 0.25 0.05
v 0.45 0.25 0.05
v 0.47 0.25 0.05
v 0.49 0.25 0.05
v 0.51 0.25 0.05
v 0.53 0.25 0.05
v 0.55 0.25 0.05
v 0.57 0.25 0.05
v 0.59 0.25 0.05
v 0.61 0.25 0.05
v 0.63 0.25 0.05
v 0.65 0.25 0.05
v 0.67 0.25 0.05
v 0.69 0.25 0.05
v 0.71 0.25 0.05
v 0.73 0.25 0.05
v 0.75 0.25 0.05
v 0.77 0.25 0.05
v 0.79 0.25 0.05
v 0.81 0.25 0.05
v 0.83 0.25 0.05
v 0.85 0.25 0.05
v 0.87 0.25 0.05
v 0.89 0.25 0.05
v 0.91 0.25 0.05
v 0.93 0.25 0.05
v 0.95 0.25 0.05
v 0.97 0.25 0.05
v 0.99 0.25 0.05
v 1.01 0.25 0.05
v 1.03 0.25 0.05
v 1.05 0.25 0.05
v 1.07 0.25 0.05
v 1.09 0.25 0.05
v 1.11 0.25 0.05
v 1.13 0.25 0.05
v 1.15 0.25 0.05
v 1.17 0.25 0.05
v 1.19 0.25 0.05
v 1.21 0.25 0.05
v 1.23 0.25 0.05
v 1.25 0.25 0.05
v 1.27 0.25 0.05
v 1.29 0.25 0.05
v 1.31 0.25 0.05
v 1.33 0.25 0.05
v 1.35 0.25 0.05
v 1.37 0.25 0.05
v 1.39 0.25 0.05
v 1.41 0.25 0.05
v 1.43 0.25 0.05
v 1.45 0.25 0.05
v 1.47 0.25 0.05
v 1.49 0.25 0.05
v 1.51 0.25 0.05
v 1.53 0.25 0.05
v 1.55 0.25 0.05
v 1.57 0.25 0.05
v 1.59 0.25 0.05
v 1.61 0.25 0.05
v 1.63 0.25 0.05
v 1.65 0.25 0.05
v 1.67 0.25 0.05
v 1.69 0.25 0.05
v 1.71 0.25 0.05
v 1.73 0.25 0.05
v 1.75 0.25 0.05
v 1.77 0.25 0.05
v 1.79 0.25 0.05
v 1.81 0.25 0.05
v 1.83 0.25 0.05
v 1.85 0.25 0.05
v 1.87 0.25 0.05
v 1.89 0.25 0.05
v 1.91 0.25 0.05
v 1.93 0.25 0.05
v 1.95 0.25 0.05
v 1.97 0.25 0.05
v 1.99 0.25 0.05
v 0.01 0.27 0.05
v 0.03 0.27 0.05
v 0.05 0.27 0.05
v 0.07 0.27 0.05
v 0.09 0.27 0.05
v 0.11 0.27 0.05
v 0.13 0.27 0.05
v 0.15 0.27 0.05
v 0.17 0.27 0.05
v 0.19 0.27 0.05
v 0.21 0.27 0.05
v 0.23 0.27 0.05
v 0.25 0.27 0.05
v 0.27 0.27 0.05
v 0.29 0.27 0.05
v 0.31 0.27 0.05
v 0.33 0.27 0.05
v 0.35 0.27 0.05
v 0.37 0.27 0.05
v 0.39 0.27 0.05
v 0.41 0.27 0.05
v 0.43 0.27 0.05
v 0.45 0.27 0.05
v 0.47 0.27 0.05
v 0.49 0.27 0.05
v 0.51 0.27 0.05
v 0.53 0.27 0.05
v 0.55 0.27 0.05
v 0.57 0.27 0.05
v 0.59 0.27 0.05
v 0.61 0.27 0.05
v 0.63 0.27 0.05
v 0.65 0.27 0.05
v 0.67 0.27 0.05
v 0.69 0.27 0.05
v 0.71 0.27 0.05
v 0.73 0.27 0.05
v 0.75 0.27 0.05
v 0.77 0.27 0.05
v 0.79 0.27 0.05
v 0.81 0.27 0.05
v 0.83 0.27 0.05
v 0.85 0.27 0.05
v 0.87 0.27 0.05
v 0.89 0.27 0.05
v 0.91 0.27 0.05
v 0.93 0.27 0.05
v 0.95 0.27 0.05
v 0.97 0.27 0.05
v 0.99 0.27 0.05
v 1.01 0.27 0.05
v 1.03 0.27 0.05
v 1.05 0.27 0.05
v 1.07 0.27 0.05
v 1.09 0.27 0.05
v 1.11 0.27 0.05
v 1.13 0.27 0.05
v 1.15 0.27 0.05
v 1.17 0.27 0.05
v 1.19 0.27 0.05
v 1.21 0.27 0.05
v 1.23 0.27 0.05
v 1.25 0.27 0.05
v 1.27 0.27 0.05
v 1.29 0.27 0.05
v 1.31 0.27 0.05
v 1.33 0.27 0.05
v 1.35 0.27 0.05
v 1.37 0.27 0.05
v 1.39 0.27 0.05
v 1.41 0.27 0.05
v 1.43 0.27 0.05
v 1.45 0.27 0.05
v 1.47 0.27 0.05
v 1.49 0.27 0.05
v 1.51 0.27 0.05
v 1.53 0.27 0.05
v 1.55 0.27 0.05
v 1.57 0.27 0.05
v 1.59 0.27 0.05
v 1.61 0.27 0.05
v 1.63 0.27 0.05
v 1.65 0.27 0.05
v 1.67 0.27 0.05
v 1.69 0.27 0.05
v 1.71 0.27 0.05
v 1.73 0.27 0.05
v 1.75 0.27 0.05
v 1.77 0.27 0.05
v 1.79 0.27 0.05
v 1.81 0.27 0.05
v 1.83 0.27 0.05
v 1.85 0.27 0.05
v 1.87 0.27 0.05
v 1.89 0.27 0.05
v 1.91 0.27 0.05
v 1.93 0.27 0.05
v 1.95 0.27 0.05
v 1.97 0.27 0.05
v 1.99 0.27 0.05
v 0.01 0.29 0.05
v 0.03 0.29 0.05
v 0.05 0.29 0.05
v 0.07 0.29 0.05
v 0.09 0.29 0.05
v 0.11 0.29 0.05
v 0.13 0.29 0.05
v 0.15 0.29 0.05
v 0.17 0.29 0.05
v 0.19 0.29 0.05
v 0.21 0.29 0.05
v 0.23 0.29 0.05
v 0.25 0.29 0.05
v 0.27 0.29 0.05
v 0.29 0.29 0.05
v 0.31 0.29 0.05
v 0.33 0.29 0.05
v 0.35 0.29 0.05
v 0.37 0.29 0.05
v 0.39 0.29 0.05
v 0.41 0.29 0.05
v 0.43 0.29 0.05
v 0.45 0.29 0.05
v 0.47 0.29 0.05
v 0.49 0.29 0.05
v 0.51 0.29 0.05
v 0.53 0.29 0.05
v 0.55 0.29 0.05
v 0.57 0.29 0.05
v 0.59 0.29 0.05
v 0.61 0.29 0.05
v 0.63 0.29 0.05
v 0.65 0.29 0.05
v 0.67 0.29 0.05
v 0.69 0.29 0.05
v 0.71 0.29 0.05
v 0.73 0.29 0.05
v 0.75 0.29 0.05
v 0.77 0.29 0.05
v 0.79 0.29 0.05
v 0.81 0.29 0.05
v 0.83 0.29 0.05
v 0.85 0.29 0.05
v 0.87 0.29 0.05
v 0.89 0.29 0.05
v 0.91 0.29 0.05
v 0.93 0.29 0.05
v 0.95 0.29 0.05
v 0.97 0.29 0.05
v 0.99 0.29 0.05
v 1.01 0.29 0.05
v 1.03 0.29 0.05
v 1.05 0.29 0.05
v 1.07 0.29 0.05
v 1.09 0.29 0.05
v 1.11 0.29 0.05
v 1.13 0.29 0.05
v 1.15 0.29 0.05
v 1.17 0.29 0.05
v 1.19 0.29 0.05
v 1.21 0.29 0.05
v 1.23 0.29 0.05
v 1.25 0.29 0.05
v 1.27 0.29 0.05
v 1.29 0.29 0.05
v 1.31 0.29 0.05
v 1.33 0.29 0.05
v 1.35 0.29 0.05
v 1.37 0.29 0.05
v 1.39 0.29 0.05
v 1.41 0.29 0.05
v 1.43 0.29 0.05
v 1.45 0.29 0.05
v 1.47 0.29 0.05
v 1.49 0.29 0.05
v 1.51 0.29 0.05
v 1.53 0.29 0.05
v 1.55 0.29 0.05
v 1.57 0.29 0.05
v 1.59 0.29 0.05
v 1.61 0.29 0.05
v 1.63 0.29 0.05
v 1.65 0.29 0.05
v 1.67 0.29 0.05
v 1.69 0.29 0.05
v 1.71 0.29 0.05
v 1.73 0.29 0.05
v 1.75 0.29 0.05
v 1.77 0.29 0.05
v 1.79 0.29 0.05
v 1.81 0.29 0.05
v 1.83 0.29 0.05
v 1.85 0.29 0.05
v 1.87 0.29 0.05
v 1.89 0.29 0.05
v 1.91 0.29 0.05
v 1.93 0.29 0.05
v 1.95 0.29 0.05
v 1.97 0.29 0.05
v 1.99 0.29 0.05
v 0.01 0.31 0.05
v 0.03 0.31 0.05
v 0.05 0.31 0.05
v 0.07 0.31 0.05
v 0.09 0.31 0.05
v 0.11 0.31 0.05
v 0.13 0.31 0.05
v 0.15 0.31 0.05
v 0.17 0.31 0.05
v 0.19 0.31 0.05
v 0.21 0.31 0.05
v 0.23 0.31 0.05
v 0.25 0.31 0.05
v 0.27 0.31 0.05
v 0.29 0.31 0.05
v 0.31 0.31 0.05
v 0.33 0.31 0.05
v 0.35 0.31 0.05
v 0.37 0.31 0.05
v 0.39 0.31 0.05
v 0.41 0.31 0.05
v 0.43 0.31 0.05
v 0.45 0.31 0.05
v 0.47 0.31 0.05
v 0.49 0.31 0.05
v 0.51 0.31 0.05
v 0.53 0.31 0.05
v 0.55 0.31 0.05
v 0.57 0.31 0.05
v 0.59 0.31 0.05
v 0.61 0.31 0.05
v 0.63 0.31 0.05
v 0.65 0.31 0.05
v 0.67 0.31 0.05
v 0.69 0.31 0.05
v 0.71 0.31 0.05
v 0.73 0.31 0.05
v 0.75 0.31 0.05
v 0.77 0.31 0.05
v 0.79 0.31 0.05
v 0.81 0.31 0.05
v 0.83 0.31 0.05
v 0.85 0.31 0.05
v 0.87 0.31 0.05
v 0.89 0.31 0.05
v 0.91 0.31 0.05
v 0.93 0.31 0.05
v 0.95 0.31 0.05
v 0.97 0.31 0.05
v 0.99 0.31 0.05
v 1.01 0.31 0.05
v 1.03 0.31 0.05
v 1.05 0.31 0.05
v 1.07 0.31 0.05
v 1.09 0.31 0.05
v 1.11 0.31 0.05
v 1.13 0.31 0.05
v 1.15 0.31 0.05
v 1.17 0.31 0.05
v 1.19 0.31 0.05
v 1.21 0.31 0.05
v 1.23 0.31 0.05
v 1.25 0.31 0.05
v 1.27 0.31 0.05
v 1.29 0.31 0.05
v 1.31 0.31 0.05
v 1.33 0.31 0.05
v 1.35 0.31 0.05
v 1.37 0.31 0.05
v 1.39 0.31 0.05
v 1.41 0.31 0.05
v 1.43 0.31 0.05
v 1.45 0.31 0.05
v 1.47 0.31 0.05
v 1.49 0.31 0.05
v 1.51 0.31 0.05
v 1.53 0.31 0.05
v 1.55 0.31 0.05
v 1.57 0.31 0.05
v 1.59 0.31 0.05
v 1.61 0.31 0.05
v 1.63 0.31 0.05
v 1.65 0.31 0.05
v 1.67 0.31 0.05
v 1.69 0.31 0.05
v 1.71 0.31 0.05
v 1.73 0.31 0.05
v 1.75 0.31 0.05
v 1.77 0.31 0.05
v 1.79 0.31 0.05
v 1.81 0.31 0.05
v 1.83 0.31 0.05
v 1.85 0.31 0.05
v 1.87 0.31 0.05
v 1.89 0.31 0.05
v 1.91 0.31 0.05
v 1.93 0.31 0.05
v 1.95 0.31 0.05
v 1.97 0.31 0.05
v 1.99 0.31 0.05
v 0.01 0.33 0.05
v 0.03 0.33 0.05
v 0.05 0.33 0.05
v 0.07 0.33 0.05
v 0.09 0.33 0.05
v 0.11 0.33 0.05
v 0.13 0.33 0.05
v 0.15 0.33 0.05
v 0.17 0.33 0.05
v 0.19 0.33 0.05
v 0.21 0.33 0.05
v 0.23 0.33 0.05
v 0.25 0.33 0.05
v 0.27 0.33 0.05
v 0.29 0.33 0.05
v 0.31 0.33 0.05
v 0.33 0.33 0.05
v 0.35 0.33 0.05
v 0.37 0.33 0.05
v 0.39 0.33 0.05
v 0.41 0.33 0.05
v 0.43 0.33 0.05
v 0.45 0.33 0.05
v 0.47 0.33 0.05
v 0.49 0.33 0.05
v 0.51 0.33 0.05
v 0.53 0.33 0.05
v 0.55 0.33 0.05
v 0.57 0.33 0.05
v 0.59 0.33 0.05
v 0.61 0.33 0.05
v 0.63 0.33 0.05
v 0.65 0.33 0.05
v 0.67 0.33 0.05
v 0.69 0.33 0.05
v 0.71 0.33 0.05
v 0.73 0.33 0.05
v 0.75 0.33 0.05
v 0.77 0.33 0.05
v 0.79 0.33 0.05
v 0.81 0.33 0.05
v 0.83 0.33 0.05
v 0.85 0.33 0.05
v 0.87 0.33 0.05
v 0.89 0.33 0.05
v 0.91 0.33 0.05
v 0.93 0.33 0.05
v 0.95 0.33 0.05
v 0.97 0.33 0.05
v 0.99 0.33 0.05
v 1.01 0.33 0.05
v 1.03 0.33 0.05
v 1.05 0.33 0.05
v 1.07 0.33 0.05
v 1.09 0.33 0.05
v 1.11 0.33 0.05
v 1.13 0.33 0.05
v 1.15 0.33 0.05
v 1.17 0.33 0.05
v 1.19 0.33 0.05
v 1.21 0.33 0.05
v 1.23 0.33 0.05
v 1.25 0.33 0.05
v 1.27 0.33 0.05
v 1.29 0.33 0.05
v 1.31 0.33 0.05
v 1.33 0.33 0.05
v 1.35 0.33 0.05
v 1.37 0.33 0.05
v 1.39 0.33 0.05
v 1.41 0.33 0.05
v 1.43 0.33 0.05
v 1.45 0.33 0.05
v 1.47 0.33 0.05
v 1.49 0.33 0.05
v 1.51 0.33 0.05
v 1.53 0.33 0.05
v 1.55 0.33 0.05
v 1.57 0.33 0.05
v 1.59 0.33 0.05
v 1.61 0.33 0.05
v 1.63 0.33 0.05
v 1.65 0.33 0.05
v 1.67 0.33 0.05
v 1.69 0.33 0.05
v 1.71 0.33 0.05
v 1.73 0.33 0.05
v 1.75 0.33 0.05
v 1.77 0.33 0.05
v 1.79 0.33 0.05
v 1.81 0.33 0.05
v 1.83 0.33 0.05
v 1.85 0.33 0.05
v 1.87 0.33 0.05
v 1.89 0.33 0.05
v 1.91 0.33 0.05
v 1.93 0.33 0.05
v 1.95 0.33 0.05
v 1.97 0.33 0.05
v 1.99 0.33 0.05
v 0.01 0.35 0.05
v 0.03 0.35 0.05
v 0.05 0.35 0.05
v 0.07 0.35 0.05
v 0.09 0.35 0.05
v 0.11 0.35 0.05
v 0.13 0.35 0.05
v 0.15 0.35 0.05
v 0.17 0.35 0.05
v 0.19 0.35 0.05
v 0.21 0.35 0.05
v 0.23 0.35 0.05
v 0.25 0.35 0.05
v 0.27 0.35 0.05
v 0.29 0.35 0.05
v 0.31 0.35 0.05
v 0.33 0.35 0.05
v 0.35 0.35 0.05
v 0.37 0.35 0.05
v 0.39 0.35 0.05
v 0.41 0.35 0.05
v 0.43 0.35 0.05
v 0.45 0.35 0.05
v 0.47 0.35 0.05
v 0.49 0.35 0.05
v 0.51 0.35 0.05
v 0.53 0.35 0.05
v 0.55 0.35 0.05
v 0.57 0.35 0.05
v 0.59 0.35 0.05
v 0.61 0.35 0.05
v 0.63 0.35 0.05
v 0.65 0.35 0.05
v 0.67 0.35 0.05
v 0.69 0.35 0.05
v 0.71 0.35 0.05
v 0.73 0.35 0.05
v 0.75 0.35 0.05
v 0.77 0.35 0.05
v 0.79 0.35 0.05
v 0.81 0.35 0.05
v 0.83 0.35 0.05
v 0.85 0.35 0.05
v 0.87 0.35 0.05
v 0.89 0.35 0.05
v 0.91 0.35 0.05
v 0.93 0.35 0.05
v 0.95 0.35 0.05
v 0.97 0.35 0.05
v 0.99 0.35 0.05
v 1.01 0.35 0.05
v 1.03 0.35 0.05
v 1.05 0.35 0.05
v 1.07 0.35 0.05
v 1.09 0.35 0.05
v 1.11 0.35 0.05
v 1.13 0.35 0.05
v 1.15 0.35 0.05
v 1.17 0.35 0.05
v 1.19 0.35 0.05
v 1.21 0.35 0.05
v 1.23 0.35 0.05
v 1.25 0.35 0.05
v 1.27 0.35 0.05
v 1.29 0.35 0.05
v 1.31 0.35 0.05
v 1.33 0.35 0.05
v 1.35 0.35 0.05
v 1.37 0.35 0.05
v 1.39 0.35 0.05
v 1.41 0.35 0.05
v 1.43 0.35 0.05
v 1.45 0.35 0.05
v 1.47 0.35 0.05
v 1.49 0.35 0.05
v 1.51 0.35 0.05
v 1.53 0.35 0.05
v 1.55 0.35 0.05
v 1.57 0.35 0.05
v 1.59 0.35 0.05
v 1.61 0.35 0.05
v 1.63 0.35 0.05
v 1.65 0.35 0.05
v 1.67 0.35 0.05
v 1.69 0.35 0.05
v 1.71 0.35 0.05
v 1.73 0.35 0.05
v 1.75 0.35 0.05
v 1.77 0.35 0.05
v 1.79 0.35 0.05
v 1.81 0.35 0.05
v 1.83 0.35 0.05
v 1.85 0.35 0.05
v 1.87 0.35 0.05
v 1.89 0.35 0.05
v 1.91 0.35 0.05
v 1.93 0.35 0.05
v 1.95 0.35 0.05
v 1.97 0.35 0.05
v 1.99 0.35 0.05
v 0.01 0.37 0.05
v 0.03 0.37 0.05
v 0.05 0.37 0.05
v 0.07 0.37 0.05
v 0.09 0.37 0.05
v 0.11 0.37 0.05
v 0.13 0.37 0.05
v 0.15 0.37 0.05
v 0.17 0.37 0.05
v 0.19 0.37 0.05
v 0.21 0.37 0.05
v 0.23 0.37 0.05
v 0.25 0.37 0.05
v 0.27 0.37 0.05
v 0.29 0.37 0.05
v 0.31 0.37 0.05
v 0.33 0.37 0.05
v 0.35 0.37 0.05
v 0.37 0.37 0.05
v 0.39 0.37 0.05
v 0.41 0.37 0.05
v 0.43 0.37 0.05
v 0.45 0.37 0.05
v 0.47 0.37 0.05
v 0.49 0.37 0.05
v 0.51 0.37 0.05
v 0.53 0.37 0.05
v 0.55 0.37 0.05
v 0.57 0.37 0.05
v 0.59 0.37 0.05
v 0.61 0.37 0.05
v 0.63 0.37 0.05
v 0.65 0.37 0.05
v 0.67 0.37 0.05
v 0.69 0.37 0.05
v 0.71 0.37 0.05
v 0.73 0.37 0.05
v 0.75 0.37 0.05
v 0.77 0.37 0.05
v 0.79 0.37 0.05
v 0.81 0.37 0.05
v 0.83 0.37 0.05
v 0.85 0.37 0.05
v 0.87 0.37 0.05
v 0.89 0.37 0.05
v 0.91 0.37 0.05
v 0.93 0.37 0.05
v 0.95 0.37 0.05
v 0.97 0.37 0.05
v 0.99 0.37 0.05
v 1.01 0.37 0.05
v 1.03 0.37 0.05
v 1.05 0.37 0.05
v 1.07 0.37 0.05
v 1.09 0.37 0.05
v 1.11 0.37 0.05
v 1.13 0.37 0.05
v 1.15 0.37 0.05
v 1.17 0.37 0.05
v 1.19 0.37 0.05
v 1.21 0.37 0.05
v 1.23 0.37 0.05
v 1.25 0.37 0.05
v 1.27 0.37 0.05
v 1.29 0.37 0.05
v 1.31 0.37 0.05
v 1.33 0.37 0.05
v 1.35 0.37 0.05
v 1.37 0.37 0.05
v 1.39 0.37 0.05
v 1.41 0.37 0.05
v 1.43 0.37 0.05
v 1.45 0.37 0.05
v 1.47 0.37 0.05
v 1.49 0.37 0.05
v 1.51 0.37 0.05
v 1.53 0.37 0.05
v 1.55 0.37 0.05
v 1.57 0.37 0.05
v 1.59 0.37 0.05
v 1.61 0.37 0.05
v 1.63 0.37 0.05
v 1.65 0.37 0.05
v 1.67 0.37 0.05
v 1.69 0.37 0.05
v 1.71 0.37 0.05
v 1.73 0.37 0.05
v 1.75 0.37 0.05
v 1.77 0.37 0.05
v 1.79 0.37 0.05
v 1.81 0.37 0.05
v 1.83 0.37 0.05
v 1.85 0.37 0.05
v 1.87 0.37 0.05
v 1.89 0.37 0.05
v 1.91 0.37 0.05
v 1.93 0.37 0.05
v 1.95 0.37 0.05
v 1.97 0.37 0.05
v 1.99 0.37 0.05
v 0.01 0.39 0.05
v 0.03 0.39 0.05
v 0.05 0.39 0.05
v 0.07 0.39 0.05
v 0.09 0.39 0.05
v 0.11 0.39 0.05
v 0.13 0.39 0.05
v 0.15 0.39 0.05
v 0.17 0.39 0.05
v 0.19 0.39 0.05
v 0.21 0.39 0.05
v 0.23 0.39 0.05
v 0.25 0.39 0.05
v 0.27 0.39 0.05
v 0.29 0.39 0.05
v 0.31 0.39 0.05
v 0.33 0.39 0.05
v 0.35 0.39 0.05
v 0.37 0.39 0.05
v 0.39 0.39 0.05
v 0.41 0.39 0.05
v 0.43 0.39 0.05
v 0.45 0.39 0.05
v 0.47 0.39 0.05
v 0.49 0.39 0.05
v 0.51 0.39 0.05
v 0.53 0.39 0.05
v 0.55 0.39 0.05
v 0.57 0.39 0.05
v 0.59 0.39 0.05
v 0.61 0.39 0.05
v 0.63 0.39 0.05
v 0.65 0.39 0.05
v 0.67 0.39 0.05
v 0.69 0.39 0.05
v 0.71 0.39 0.05
v 0.73 0.39 0.05
v 0.75 0.39 0.05
v 0.77 0.39 0.05
v 0.79 0.39 0.05
v 0.81 0.39 0.05
v 0.83 0.39 0.05
v 0.85 0.39 0.05
v 0.87 0.39 0.05
v 0.89 0.39 0.05
v 0.91 0.39 0.05
v 0.93 0.39 0.05
v 0.95 0.39 0.05
v 0.97 0.39 0.05
v 0.99 0.39 0.05
v 1.01 0.39 0.05
v 1.03 0.39 0.05
v 1.05 0.39 0.05
v 1.07 0.39 0.05
v 1.09 0.39 0.05
v 1.11 0.39 0.05
v 1.13 0.39 0.05
v 1.15 0.39 0.05
v 1.17 0.39 0.05
v 1.19 0.39 0.05
v 1.21 0.39 0.05
v 1.23 0.39 0.05
v 1.25 0.39 0.05
v 1.27 0.39 0.05
v 1.29 0.39 0.05
v 1.31 0.39 0.05
v 1.33 0.39 0.05
v 1.35 0.39 0.05
v 1.37 0.39 0.05
v 1.39 0.39 0.05
v 1.41 0.39 0.05
v 1.43 0.39 0.05
v 1.45 0.39 0.05
v 1.47 0.39 0.05
v 1.49 0.39 0.05
v 1.51 0.39 0.05
v 1.53 0.39 0.05
v 1.55 0.39 0.05
v 1.57 0.39 0.05
v 1.59 0.39 0.05
v 1.61 0.39 0.05
v 1.63 0.39 0.05
v 1.65 0.39 0.05
v 1.67 0.39 0.05
v 1.69 0.39 0.05
v 1.71 0.39 0.05
v 1.73 0.39 0.05
v 1.75 0.39 0.05
v 1.77 0.39 0.05
v 1.79 0.39 0.05
v 1.81 0.39 0.05
v 1.83 0.39 0.05
v 1.85 0.39 0.05
v 1.87 0.39 0.05
v 1.89 0.39 0.05
