vx vy vz
9.98928 0.0213193 0
9.96591 0.0361999 0
9.93443 0.0432355 0
9.89394 0.0483699 0
9.84678 0.0531682 0
9.79451 0.0578053 0
9.73733 0.0622503 0
9.67505 0.0665414 0
9.60759 0.0707411 0
9.535 0.0748905 0
9.45726 0.0790146 0
9.37424 0.0831375 0
9.28579 0.0872865 0
9.19171 0.0914909 0
9.09175 0.0957816 0
8.98562 0.100192 0
8.87297 0.104759 0
8.75341 0.109524 0
8.62646 0.114534 0
8.49155 0.119843 0
8.34805 0.125509 0
8.19521 0.1316 0
8.03216 0.13819 0
7.85792 0.145358 0
7.67133 0.153186 0
7.47111 0.161759 0
7.25582 0.171151 0
7.02384 0.181414 0
6.77345 0.192566 0
6.50284 0.204559 0
6.21017 0.217246 0
5.89376 0.230343 0
5.55221 0.243369 0
5.18466 0.255591 0
4.79107 0.265984 0
4.37255 0.273226 0
3.93173 0.275745 0
3.47306 0.271836 0
3.00303 0.259892 0
2.53022 0.238735 0
2.06508 0.208014 0
1.61939 0.168621 0
1.20547 0.123014 0
0.835003 0.0753133 0
0.517634 0.0310451 0
0.259021 -0.00344625 0
0.0547409 -0.0221773 0
-0.104684 -0.020067 0
-0.234356 -0.00576702 0
-0.343179 0.00988496 0
-0.434612 0.0177731 0
-0.512319 0.0176354 0
-0.578995 0.0132084 0
-0.635991 0.00728225 0
-0.68284 0.00063656 0
-0.717808 -0.00630768 0
-0.739895 -0.0118813 0
-0.751575 -0.0130097 0
-0.759525 -0.00661401 0
-0.774191 0.00774576 0
-0.806594 0.0269697 0
-0.864333 0.0454141 0
-0.947887 0.056912 0
-1.04965 0.0570465 0
-1.15488 0.0439886 0
-1.24167 0.0170515 0
-1.28353 -0.0237083 0
-1.25462 -0.074941 0
-1.15653 -0.130804 0
-0.971612 -0.192737 0
-0.697543 -0.255484 0
-0.346466 -0.30775 0
0.0549554 -0.332665 0
0.464268 -0.311516 0
0.819183 -0.243252 0
1.06741 -0.129841 0
1.134 0.0131949 0
0.959408 0.124505 0
0.678219 0.141267 0
0.469806 0.070167 0
0.315232 0.0211239 0
0.0201199 0.143135 0
-0.561891 0.33128 0
-1.28558 0.437494 0
-2.01913 0.442246 0
-2.66802 0.369896 0
-3.17282 0.254965 0
-3.50114 0.124663 0
-3.63847 -0.00144368 0
-3.58189 -0.113615 0
-3.37786 -0.211922 0
-3.02046 -0.306893 0
-2.51328 -0.398361 0
-1.87342 -0.477226 0
-1.14026 -0.523022 0
-0.377879 -0.509176 0
0.276941 -0.427161 0
0.726343 -0.197589 0
0.780105 0.110714 0
0.378326 0.26925 0
10.0047 0.00746945 0
10.0197 0.0185231 0
10.0359 0.0262109 0
10.0507 0.0327634 0
10.0644 0.0391864 0
10.0774 0.0454904 0
10.0894 0.051603 0
10.1003 0.0576235 0
10.1098 0.0636927 0
10.1177 0.069902 0
10.1239 0.0763066 0
10.1283 0.0829571 0
10.1307 0.0899096 0
10.1309 0.097224 0
10.1287 0.104963 0
10.1239 0.113195 0
10.1164 0.121997 0
10.1058 0.131456 0
10.0918 0.141674 0
10.0742 0.152768 0
10.0525 0.164875 0
10.0263 0.178151 0
9.99502 0.192783 0
9.9581 0.20898 0
9.91473 0.226981 0
9.86399 0.247057 0
9.80472 0.269497 0
9.73552 0.29461 0
9.6547 0.322699 0
9.56016 0.354038 0
9.44939 0.388825 0
9.31936 0.427119 0
9.16653 0.468762 0
8.98685 0.513273 0
8.77585 0.559741 0
8.52884 0.606723 0
8.24117 0.65217 0
7.90873 0.69341 0
7.52848 0.727239 0
7.09907 0.75014 0
6.62143 0.758649 0
6.09921 0.749835 0
5.53906 0.721841 0
4.95061 0.674391 0
4.34628 0.609141 0
3.74116 0.529972 0
3.15254 0.442812 0
2.59871 0.356249 0
2.09862 0.278547 0
1.66398 0.216323 0
1.29601 0.172047 0
0.986671 0.143531 0
0.72477 0.125181 0
0.500815 0.110444 0
0.308079 0.094392 0
0.141586 0.0753518 0
-0.00273893 0.0551407 0
-0.129306 0.0398605 0
-0.241917 0.0371357 0
-0.344855 0.0508528 0
-0.443458 0.0788971 0
-0.542018 0.112705 0
-0.641359 0.140011 0
-0.737169 0.14983 0
-0.821951 0.135834 0
-0.890236 0.0957091 0
-0.939132 0.0289394 0
-0.96599 -0.063434 0
-0.937514 -0.177096 0
-0.841558 -0.308216 0
-0.670046 -0.442012 0
-0.426994 -0.552958 0
-0.132155 -0.606483 0
0.179748 -0.569548 0
0.458802 -0.426401 0
0.645602 -0.191106 0
0.734869 0.0862928 0
0.695055 0.298289 0
0.456913 0.342241 0
0.0839411 0.339473 0
-0.477496 0.546413 0
-1.23225 0.853616 0
-2.0561 1.05647 0
-2.78154 1.07928 0
-3.32788 0.956458 0
-3.68712 0.752009 0
-3.89237 0.517104 0
-3.98757 0.279079 0
-4.00836 0.0486819 0
-3.96863 -0.173184 0
-3.82511 -0.390078 0
-3.56657 -0.607516 0
-3.18451 -0.819548 0
-2.67829 -1.00345 0
-2.0625 -1.11285 0
-1.37738 -1.08144 0
-0.700869 -0.845847 0
-0.136417 -0.353855 0
0.25773 0.270776 0
0.292929 0.657966 0
9.99996 0.0056383 0
9.99951 0.0153096 0
9.99772 0.0230575 0
9.99358 0.0299001 0
9.98699 0.0365792 0
9.97828 0.0432436 0
9.96768 0.0498915 0
9.9552 0.0565975 0
9.94083 0.0634649 0
9.92465 0.0705634 0
9.90672 0.0779346 0
9.88713 0.0856183 0
9.86593 0.0936622 0
9.84318 0.102121 0
9.81895 0.111055 0
9.79332 0.120533 0
9.76636 0.130635 0
9.73816 0.141458 0
9.70882 0.153112 0
9.67843 0.165733 0
9.64712 0.179478 0
9.61503 0.194536 0
9.58231 0.211135 0
9.54915 0.22954 0
9.51575 0.250069 0
9.48234 0.273091 0
9.44918 0.299034 0
9.4165 0.328386 0
9.38456 0.361688 0
9.35349 0.399521 0
9.32334 0.442473 0
9.29385 0.491094 0
9.26437 0.545816 0
9.23364 0.606851 0
9.19953 0.674051 0
9.15878 0.746747 0
9.10677 0.823577 0
9.03734 0.902362 0
8.94285 0.980041 0
8.8144 1.05275 0
8.64237 1.11607 0
8.41726 1.1654 0
8.13059 1.19655 0
7.77605 1.20622 0
7.35053 1.1925 0
6.85512 1.15507 0
