vx vy vz
10.0445 0.0243385 0
10.0824 0.0294951 0
10.0434 0.0440357 0
10.0131 0.0473521 0
9.98676 0.0427612 0
9.97554 0.0241766 0
9.97749 0.010954 0
9.97293 0.0183789 0
9.95139 0.0322767 0
9.92088 0.0327457 0
9.89488 0.0191648 0
9.87896 0.00711252 0
9.86782 0.0109969 0
9.85101 0.0309638 0
9.82108 0.0523562 0
9.77962 0.0570011 0
9.73687 0.0378164 0
9.70408 0.00591389 0
9.68422 -0.0173483 0
9.6688 -0.0163546 0
9.6433 0.00747321 0
9.59746 0.0380638 0
9.53222 0.0568111 0
9.4582 0.0543072 0
9.38839 0.0343995 0
9.33206 0.0112504 0
9.2922 0.000241309 0
9.26427 0.00901417 0
9.23739 0.0329177 0
9.19949 0.0567399 0
9.14496 0.0647153 0
9.07852 0.052735 0
9.01079 0.0318274 0
8.94873 0.0191234 0
8.89025 0.0238765 0
8.82746 0.0408905 0
8.75474 0.0569834 0
8.67297 0.0632706 0
8.58643 0.0608607 0
8.4978 0.0557226 0
8.40733 0.0504074 0
8.316 0.0426012 0
8.22679 0.0312951 0
8.14149 0.0216543 0
8.05724 0.0214776 0
7.96812 0.0329425 0
7.87101 0.049654 0
7.76873 0.0629791 0
7.66608 0.0706435 0
7.5626 0.0776297 0
7.45092 0.0885355 0
7.32354 0.100715 0
7.18148 0.106653 0
7.03468 0.103523 0
6.89252 0.099135 0
6.75307 0.106237 0
6.60166 0.129932 0
6.42127 0.16081 0
6.20625 0.181464 0
5.96727 0.180533 0
5.72388 0.160265 0
5.49281 0.132166 0
5.28179 0.107663 0
5.09018 0.0923109 0
4.91266 0.0856959 0
4.7427 0.0846726 0
4.57493 0.0862165 0
4.40598 0.0883821 0
4.23414 0.0903249 0
4.05881 0.091866 0
3.87996 0.0930664 0
3.69781 0.0940045 0
3.51266 0.0946959 0
3.32487 0.0951002 0
3.13482 0.0951541 0
2.94299 0.0947814 0
2.74992 0.0939009 0
2.55627 0.0924373 0
2.36281 0.090316 0
2.17042 0.0874633 0
1.98009 0.0838145 0
1.79292 0.0793162 0
1.61008 0.0739392 0
1.43285 0.0676827 0
1.2625 0.0605724 0
1.10033 0.0526728 0
0.947549 0.0440861 0
0.805303 0.034953 0
0.674549 0.0254467 0
0.556057 0.0157676 0
0.450343 0.00614896 0
0.357632 -0.00315399 0
0.277854 -0.0119109 0
0.210609 -0.0199223 0
0.15519 -0.0270102 0
0.110529 -0.0330459 0
0.0753309 -0.0379229 0
0.0477882 -0.0416688 0
0.0262884 -0.0443773 0
0.00829302 -0.0454988 0
10.0219 -0.0210359 0
10.0548 0.0203286 0
10.0475 0.013265 0
10.0584 0.00127088 0
10.0549 -0.00894017 0
10.0344 -0.0151067 0
10.0167 -0.00892524 0
10.0137 0.00629972 0
10.0159 0.0192073 0
10.0078 0.0238181 0
9.9858 0.0224762 0
9.95919 0.019245 0
9.93867 0.0159989 0
9.9273 0.0147152 0
9.91996 0.0183203 0
9.90782 0.0274489 0
9.88411 0.0386383 0
9.84826 0.0472999 0
9.80614 0.052196 0
9.76718 0.0561114 0
9.7397 0.0623855 0
9.72627 0.0715994 0
9.7209 0.0817792 0
9.71101 0.0901225 0
9.68435 0.0930474 0
9.63573 0.0861873 0
9.57015 0.0682218 0
9.50214 0.045544 0
9.44837 0.0308361 0
9.41735 0.0344597 0
9.40279 0.0553188 0
9.38596 0.0809849 0
9.34815 0.0976527 0
9.28557 0.10072 0
9.21276 0.096283 0
9.1506 0.0934351 0
9.11009 0.0964833 0
9.08611 0.104083 0
9.06453 0.113232 0
9.03391 0.12226 0
8.99045 0.130573 0
8.93417 0.137567 0
8.86412 0.142934 0
8.77978 0.147244 0
8.68601 0.150936 0
8.59347 0.152567 0
8.51173 0.149521 0
8.44195 0.141764 0
8.37695 0.134548 0
8.30876 0.135614 0
8.23548 0.148275 0
8.16046 0.167173 0
8.08589 0.181849 0
8.00896 0.185573 0
7.92475 0.181695 0
7.83225 0.182061 0
7.73644 0.197896 0
7.64351 0.230355 0
7.55512 0.269052 0
7.46742 0.299622 0
7.37454 0.312933 0
7.27231 0.308892 0
7.15956 0.293926 0
7.03685 0.276141 0
6.90523 0.261714 0
6.76592 0.253383 0
6.61985 0.25108 0
6.46766 0.253185 0
6.30994 0.257776 0
6.1472 0.263364 0
5.97985 0.269076 0
5.80818 0.274519 0
5.63237 0.279556 0
5.45252 0.284133 0
5.26872 0.288196 0
5.08102 0.291661 0
4.88947 0.294414 0
4.69418 0.296322 0
4.49523 0.29724 0
4.2928 0.297014 0
4.08707 0.295492 0
3.87831 0.292529 0
3.66681 0.287998 0
3.45295 0.2818 0
3.23714 0.273878 0
3.01985 0.264228 0
2.80161 0.252899 0
2.58294 0.240006 0
2.3644 0.225731 0
2.14658 0.210318 0
1.93004 0.194066 0
1.71531 0.177319 0
1.50282 0.160477 0
1.293 0.143988 0
1.08617 0.12834 0
0.882556 0.114026 0
0.682168 0.101613 0
0.484753 0.09159 0
0.289897 0.0845849 0
0.0959673 0.0808009 0
10.0435 0.0219674 0
10.1379 0.0390546 0
10.1286 0.0392318 0
10.0788 0.0586109 0
10.0212 0.0755676 0
9.98398 0.0635644 0
9.95589 0.0331872 0
9.93177 0.020536 0
9.92226 0.0385302 0
